epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
43,4848.23,0.53289,0.55332,0.84945,0.77861,0.57529,0.6104,0.4295,0.70723,0.69154,0.91387,0.0004307,0.0004307,0.0004307
44,4961.06,0.53348,0.55232,0.85189,0.82406,0.55731,0.63072,0.43836,0.75605,0.73939,0.93631,0.00042905,0.00042905,0.00042905
45,5073.11,0.53759,0.53363,0.84429,0.80532,0.56698,0.66415,0.46832,0.73442,0.65563,0.92629,0.0004274,0.0004274,0.0004274
46,5186.15,0.54305,0.53519,0.85671,0.74863,0.60762,0.67034,0.47835,0.70991,0.62917,0.91568,0.00042575,0.00042575,0.00042575
47,5300.06,0.534,0.52395,0.85874,0.79582,0.5605,0.64988,0.46854,0.72298,0.72708,0.92217,0.0004241,0.0004241,0.0004241
48,5413.06,0.54193,0.50654,0.84982,0.80602,0.57561,0.64746,0.45584,0.71016,0.68113,0.91627,0.00042245,0.00042245,0.00042245
49,5526.27,0.53025,0.5528,0.84995,0.85855,0.55474,0.6198,0.42619,0.69728,0.67682,0.91472,0.0004208,0.0004208,0.0004208
50,5639.52,0.52872,0.51765,0.85157,0.78581,0.56634,0.61501,0.4251,0.7263,0.67749,0.91198,0.00041915,0.00041915,0.00041915
51,5751.47,0.52324,0.51088,0.85169,0.65655,0.60733,0.60646,0.43063,0.7092,0.70649,0.92742,0.0004175,0.0004175,0.0004175
52,5864.23,0.52521,0.51288,0.8468,0.75384,0.57651,0.61356,0.43128,0.6923,0.69421,0.91683,0.00041585,0.00041585,0.00041585
53,5976.1,0.51757,0.52129,0.84848,0.81375,0.554,0.60097,0.41895,0.72432,0.66912,0.91497,0.0004142,0.0004142,0.0004142
54,6089.1,0.50967,0.49827,0.8412,0.78467,0.55363,0.62129,0.42502,0.71964,0.69781,0.91649,0.00041255,0.00041255,0.00041255
55,6200.07,0.51664,0.48803,0.8463,0.79915,0.54415,0.60778,0.42439,0.71556,0.65099,0.91029,0.0004109,0.0004109,0.0004109
56,6311.52,0.50917,0.46657,0.8445,0.78155,0.59114,0.63421,0.44738,0.6968,0.64376,0.90839,0.00040925,0.00040925,0.00040925
57,6423.83,0.5123,0.51607,0.8493,0.67902,0.6173,0.61784,0.43518,0.68807,0.65551,0.90357,0.0004076,0.0004076,0.0004076
58,6537.83,0.49468,0.47787,0.84202,0.73836,0.61431,0.66125,0.47187,0.70094,0.69497,0.90628,0.00040595,0.00040595,0.00040595
59,6651.4,0.48959,0.47343,0.83145,0.79786,0.59441,0.63062,0.4342,0.7188,0.6768,0.91066,0.0004043,0.0004043,0.0004043
60,6765.2,0.50089,0.4709,0.83613,0.79786,0.57376,0.673,0.47147,0.68473,0.66168,0.90346,0.00040265,0.00040265,0.00040265
61,6879.06,0.49786,0.4569,0.84215,0.78227,0.61429,0.62531,0.40607,0.70417,0.66117,0.90916,0.000401,0.000401,0.000401
62,6991.73,0.47461,0.4356,0.83901,0.78279,0.55249,0.64648,0.43014,0.70681,0.6743,0.91727,0.00039935,0.00039935,0.00039935
63,7107.84,0.49834,0.44998,0.84263,0.77092,0.56728,0.6386,0.43164,0.699,0.61773,0.9133,0.0003977,0.0003977,0.0003977
64,7222.39,0.50363,0.46338,0.83727,0.79945,0.55879,0.61775,0.40137,0.74237,0.64995,0.91672,0.00039605,0.00039605,0.00039605
65,7337.24,0.53871,0.47575,0.84464,0.81273,0.55597,0.62557,0.42594,0.69228,0.64405,0.91557,0.0003944,0.0003944,0.0003944
66,7451.25,0.50241,0.44159,0.83722,0.73547,0.57608,0.62428,0.43856,0.72123,0.66671,0.92132,0.00039275,0.00039275,0.00039275
67,7565.39,0.49277,0.44547,0.83648,0.76884,0.55358,0.60064,0.41694,0.70564,0.65215,0.91871,0.0003911,0.0003911,0.0003911
68,7679.72,0.49457,0.44226,0.84121,0.80785,0.56101,0.68213,0.47947,0.69819,0.64935,0.91669,0.00038945,0.00038945,0.00038945
69,7793.44,0.48193,0.45013,0.83663,0.7402,0.56074,0.65959,0.46902,0.69312,0.64802,0.91217,0.0003878,0.0003878,0.0003878
