epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
47,1757.79,0.59762,0.53481,0.83575,0.64755,0.47056,0.4704,0.30047,0.68576,0.69982,0.80858,0.0004241,0.0004241,0.0004241
48,1794.29,0.59633,0.52095,0.82793,0.60223,0.51215,0.46811,0.3043,0.71191,0.69247,0.81486,0.00042245,0.00042245,0.00042245
49,1830.24,0.60932,0.52458,0.83556,0.59295,0.51693,0.53304,0.3359,0.66385,0.66663,0.80983,0.0004208,0.0004208,0.0004208
50,1866.05,0.60611,0.53271,0.83117,0.61535,0.50462,0.53633,0.34069,0.69677,0.71196,0.81609,0.00041915,0.00041915,0.00041915
51,1902.1,0.59483,0.50423,0.83686,0.63273,0.49948,0.47696,0.31541,0.65348,0.64744,0.80742,0.0004175,0.0004175,0.0004175
52,1943.05,0.58742,0.52434,0.83072,0.58683,0.55313,0.49193,0.32276,0.65097,0.61218,0.80607,0.00041585,0.00041585,0.00041585
53,1979.46,0.60105,0.52441,0.83057,0.62399,0.51198,0.54027,0.3507,0.64835,0.6445,0.79936,0.0004142,0.0004142,0.0004142
54,2014.73,0.60526,0.499,0.82653,0.621,0.46291,0.54121,0.35185,0.65858,0.67445,0.80715,0.00041255,0.00041255,0.00041255
55,2050.68,0.57985,0.49088,0.82304,0.59628,0.51116,0.52384,0.33838,0.65717,0.65533,0.80602,0.0004109,0.0004109,0.0004109
56,2086.05,0.57829,0.47875,0.82746,0.70738,0.4671,0.52023,0.31786,0.66102,0.65895,0.81075,0.00040925,0.00040925,0.00040925
57,2122.47,0.58023,0.51192,0.83074,0.68483,0.47852,0.5225,0.33541,0.65937,0.62744,0.81197,0.0004076,0.0004076,0.0004076
58,2159.68,0.59794,0.48615,0.82995,0.58883,0.51153,0.53477,0.33848,0.69013,0.66865,0.81048,0.00040595,0.00040595,0.00040595
59,2196.02,0.58485,0.49232,0.83407,0.7411,0.46132,0.54084,0.33239,0.67533,0.67678,0.81196,0.0004043,0.0004043,0.0004043
60,2231.37,0.60287,0.51817,0.83526,0.52023,0.53865,0.48128,0.30914,0.67003,0.70854,0.81483,0.00040265,0.00040265,0.00040265
61,2266.04,0.58852,0.47883,0.82589,0.66537,0.51933,0.5434,0.33958,0.68397,0.72387,0.82163,0.000401,0.000401,0.000401
